Date,City,State,AreaType,School Type,Fatalities,Wounded,Month,Year,Day of Week,Region,Severity
5/26/2012,Chapel Hill,North Carolina,urban,Elementry School,1,Unknown,May,2012,Saturday,South,Low
8/16/2012,Memphis,Tennessee,urban,High School,0,2,August,2012,Thursday,South,Low
8/27/2012,Perry Hall,Maryland,suburban,High School,0,1,August,2012,Monday,South,Low
9/7/2012,Normal,Illinois,suburban,High School,0,0,September,2012,Friday,Midwest,Low
9/12/2012,Baltimore,Maryland,urban,College,0,Unknown,September,2012,Wednesday,South,Low
10/6/2012,Mobile,Alabama,urban,College,1,0,October,2012,Saturday,South,Low
10/19/2012,Chicago,Illinois,urban,High School,1,0,October,2012,Friday,Midwest,Low
10/31/2012,Los Angeles,California,urban,College,0,4,October,2012,Wednesday,West,Medium
11/30/2012,Baltimore,Maryland,urban,College,0,Unknown,November,2012,Friday,South,Low
12/14/2012,Newtown,Connecticut,suburban,Elementry School,28,2,December,2012,Friday,Northeast,High
1/7/2013,Fort Myers,Florida,urban,High School,1,0,January,2013,Monday,South,Low
1/10/2013,Taft,California,rural,High School,0,2,January,2013,Thursday,West,Low
1/12/2013,Detroit,Michigan,urban,High School,0,1,January,2013,Saturday,Midwest,Low
1/15/2013,Hazard,Kentucky,suburban,College,3,Unknown,January,2013,Tuesday,South,Medium
1/15/2013,St. Louis,Missouri,urban,College,0,2,January,2013,Tuesday,Midwest,Low
1/15/2013,Hazard,Kentucky,rural,College,3,0,January,2013,Tuesday,South,Medium
1/16/2013,Chicago,Illinois,urban,College,1,0,January,2013,Wednesday,Midwest,Low
1/22/2013,Houston,Texas,urban,College,0,3,January,2013,Tuesday,South,Medium
1/31/2013,Phoenix,Arizona,urban,High School,0,0,January,2013,Thursday,West,Low
1/31/2013,Atlanta,Georgia,urban,Middle School,0,2,January,2013,Thursday,South,Low
3/18/2013,Orlando,Florida,urban,College,1,0,March,2013,Monday,South,Low
4/12/2013,Christiansburg,Virginia,suburban,College,0,Unknown,April,2013,Friday,South,Low
4/12/2013,Dublin,Virginia,rural,College,0,2,April,2013,Friday,South,Low
