Date,City,State,AreaType,School,Fatalities,Wounded,Month,Day of Week,Region,Severity
5/16/2018,Dixon,Texas,rural,HS,0,1,October,Wednesday,South,Low
5/18/2018,Santa Fe,Texas,rural,HS,10,10,October,Wednesday,South,High
5/18/2018,Jonesboro,Georgia,urban,HS,1,3,October,Tuesday,South,Medium
5/25/2018,Nobelsville,Indiana,suburban,MS,0,2,October,Wednesday,Midwest,Low
8/17/2018,Wellington,Florida,suburban,HS,0,2,October,Wednesday,South,Low
8/30/2018,San Francisco,California,urban,HS,0,1,November,Thursday,West,Low
9/5/2018,Providence,Rhode Island,urban,HS,1,1,December,Monday,Northeast,Low
9/10/2018,Memphis,Tennessee,urban,HS,0,1,December,Monday,South,Low
9/11/2018,Las Vegas,Nevada,urban,HS,1,0,December,Monday,West,Low
10/29/2018,Matthews,North Carolina,suburban,HS,1,1,December,Monday,South,Low
12/13/2018,Richmond,Indiana,rural,MS,1,0,February,Wednesday,Midwest,Low
1/25/2019,Mobile,Alabama,urban,HS,0,2,March,Sunday,South,Low
2/8/2019,Baltimore,Maryland,urban,HS,0,1,March,Tuesday,South,Low
2/12/2019,Kansas City,Missouri,urban,HS,1,0,March,Tuesday,Midwest,Low
2/14/2019,Rio Rancho,New Mexico,suburban,HS,0,0,March,Wednesday,West,Low
3/22/2019,Blountville,Alabama,rural,ES,0,1,March,Monday,South,Low
4/1/2019,Prescott,Arizona,rural,HS,0,1,April,Friday,West,Low
4/25/2019,Dekalb,Georgia,suburban,ES,0,10,April,Friday,South,High
4/30/2019,Charlotte,North Carolina,urban,C,2,4,April,Tuesday,South,High
5/4/2019,Eugene,Oregon,urban,C,1,0,May,Friday,West,Low
5/6/2019,Riverview,Florida,suburban,ES,0,0,May,Tuesday,South,Low
5/7/2019,Highlands Ranch,Colorado,suburban,HS,1,7,May,Tuesday,West,High
5/7/2019,Savannah,Georgia,urban,C,0,1,May,Thursday,South,Low
8/8/2019,Montgomery,Alabama,urban,ES,0,0,May,Thursday,South,Low
8/30/2019,Mobile,Alabama,urban,HS,0,10,May,Thursday,South,High
10/22/2019,Santa Rosa,California,suburban,HS,0,1,May,Wednesday,West,Low
11/14/2019,Santa Clarita,California,suburban,HS,2,4,May,Friday,West,High
11/15/2019,Pleasantville,New Jersey,suburban,HS,1,2,June,Monday,Northeast,Medium
11/23/2019,Union City,California,urban,ES,2,0,June,Monday,West,Low
12/2/2019,Waukesha,Wisconsin,suburban,HS,0,1,September,Friday,Midwest,Low
12/3/2019,Oshkosh,Wisconsin,suburban,HS,0,2,September,Saturday,Midwest,Low
1/8/2020,Belle Glade,Florida,rural,HS,0,1,December,Thursday,South,Low
1/11/2020,Dallas,Texas,urban,HS,1,1,December,Thursday,South,Low
1/14/2020,Bellaire,Texas,suburban,HS,1,0,January,Friday,South,Low
1/14/2020,Fort Worth,Texas,urban,HS,0,2,January,Friday,South,Low
1/23/2020,Oxnard,California,urban,ES,0,1,January,Thursday,West,Low
2/3/2020,Commerce,Texas,rural,C,2,1,February,Thursday,South,Medium
9/16/2020,Sonora,California,rural,HS,1,0,April,Friday,West,Low
9/16/2020,Macomb,Illinois,rural,C,0,1,April,Friday,Midwest,Low
2/26/2021,New Orleans,Louisiana,urban,HS,1,0,April,Tuesday,South,Low
3/1/2021,Pine Bluff,Arkansas,rural,MS,1,0,April,Tuesday,South,Low
4/12/2021,Knoxville,Tennessee,urban,HS,1,1,April,Friday,South,Low
4/26/2021,Plymouth,Minnesota,suburban,MS,0,0,May,Thursday,Unknown,Low
5/6/2021,Rigby,Idaho,rural,MS,0,3,May,Thursday,West,Medium
8/13/2021,Albuquerque,New Mexico,urban,MS,1,0,August,Wednesday,West,Low
8/18/2021,Orangeburg,South Carolina,rural,HS,0,3,September,Tuesday,South,Medium
8/27/2021,Woodridge,Virginia,suburban,HS,0,2,September,Thursday,South,Low
8/27/2021,Sharon Hill,Pennsylvania,suburban,HS,1,4,November,Friday,Northeast,Medium
8/27/2021,Wilmington,North Carolina,urban,HS,0,1,November,Friday,South,Low
9/1/2021,Winston-Salem,North Carolina,urban,HS,1,0,December,Monday,South,Low
9/4/2021,Towson,Maryland,suburban,C,0,3,December,Monday,South,Medium
9/20/2021,Newport News,Virginia,urban,HS,0,4,January,Wednesday,South,Medium
9/21/2021,Wichita,Kansas,urban,HS,0,3,February,Tuesday,Midwest,Medium
9/24/2021,Fairfield,Alabama,rural,HS,0,1,February,Tuesday,South,Low
9/30/2021,Memphis,Tennessee,urban,ES,0,1,May,Wednesday,South,Low
9/30/2021,Newton,Mississippi,rural,ES,0,1,May,Friday,South,Low
10/1/2021,Houston,Texas,urban,HS,0,1,May,Friday,South,Low
10/6/2021,Arlington,Texas,urban,HS,0,4,June,Wednesday,South,Medium
10/12/2021,Chicago,Illinois,urban,HS,0,2,July,Wednesday,Midwest,Low
10/13/2021,Grambling,Louisiana,rural,C,1,1,August,Monday,South,Low
10/17/2021,Grambling,Louisiana,rural,C,1,7,August,Monday,South,High
11/1/2021,Madison,Mississippi,rural,HS,0,0,September,Tuesday,South,Low
11/19/2021,Aurora,Colorado,suburban,HS,0,3,September,Tuesday,West,Medium
11/26/2021,Campbell,California,suburban,HS,0,2,September,Tuesday,West,Low
11/29/2021,Phoenix,Arizona,urban,HS,0,1,October,Monday,West,Low
11/30/2021,Oxford Township,Michigan,rural,HS,4,7,October,Thursday,Midwest,High
11/30/2021,Humbolt,Tennessee,rural,HS,1,2,October,Friday,South,Medium
12/6/2021,Wilmington,California,urban,ES,1,2,December,Friday,West,Medium
12/8/2021,Kansas City,Missouri,urban,MS,0,2,December,Friday,Midwest,Low
1/4/2022,Rockford,Illinois,urban,HS,0,2,January,Wednesday,Midwest,Low
1/9/2022,Murfreesboro,North Carolina,rural,C,0,0,January,Wednesday,South,Low
1/11/2022,Albuquerque,New Mexico,urban,HS,0,0,January,Monday,West,Low
1/19/2022,Sanford,Florida,suburban,HS,0,1,March,Friday,South,Low
1/19/2022,Pittsburgh,Pennsylvania,urban,HS,1,0,March,Monday,Northeast,Low
1/21/2022,Derwood,Maryland,suburban,HS,0,1,March,Monday,South,Low
1/29/2022,Beloit,Wisconsin,suburban,HS,1,0,March,Wednesday,Midwest,Low
2/1/2022,Richfield,Minnesota,suburban,HS,1,1,March,Wednesday,Unknown,Low
2/1/2022,Bridgewater,Virginia,suburban,C,2,1,March,Thursday,South,Medium
2/8/2022,Catonsville,Maryland,suburban,HS,0,1,March,Thursday,South,Low
3/4/2022,Olathe,Kansas,suburban,HS,0,3,March,Friday,Midwest,Medium
3/7/2022,Des Moines,Iowa,urban,HS,1,2,March,Friday,Midwest,Medium
3/31/2022,Greenville,South Carolina,urban,MS,1,0,April,Tuesday,South,Low
4/5/2022,Erie,Pennsylvania,urban,HS,0,1,April,Wednesday,Northeast,Low
4/22/2022,Washington,District of Columbia,urban,HS,0,4,May,Tuesday,South,Medium
5/9/2022,Suwanee,Georgia,suburban,HS,0,1,May,Wednesday,South,Low
5/17/2022,Chicago,Illinois,urban,ES,0,1,May,Thursday,Midwest,Low
5/24/2022,Uvalde,Texas,rural,ES,22,15,October,Friday,South,High
5/31/2022,New Orleans,Louisiana,urban,C,1,2,November,Monday,South,Medium
6/1/2022,Los Angeles,California,urban,ES,0,1,January,Tuesday,West,Low
8/19/2022,Clarksville,Tennessee,suburban,HS,0,0,January,Tuesday,South,Low
8/19/2022,Groveport,Ohio,suburban,HS,0,0,January,Wednesday,Midwest,Low
8/29/2022,Oakland,California,urban,HS,0,1,January,Wednesday,West,Low
9/3/2022,Dover,Delaware,urban,C,0,4,February,Wednesday,South,Medium
9/24/2022,Richfield,Minnesota,suburban,HS,0,2,June,Tuesday,Unknown,Low
9/27/2022,Philadelphia,Pennsylvania,urban,HS,1,4,July,Friday,Northeast,Medium
9/28/2022,Oakland,California,urban,HS,0,4,October,Friday,West,Medium
9/30/2022,Tulsa,Oklahoma,urban,HS,1,3,October,Monday,South,Medium
9/30/2022,Newburgh,New York,urban,HS,0,3,October,Monday,Northeast,Medium
10/5/2022,Tucson,Arizona,urban,C,1,0,October,Monday,West,Low
10/7/2022,Toledo,Ohio,urban,HS,0,3,October,Monday,Midwest,Medium
10/8/2022,Baltimore,Maryland,urban,C,0,1,October,Tuesday,South,Low
10/24/2022,St. Louis,Missouri,urban,HS,3,7,November,Thursday,Midwest,High
11/4/2022,West Hartford,Connecticut,suburban,C,0,1,December,Monday,Northeast,Low
11/8/2022,Seattle,Washington,urban,HS,1,0,March,Sunday,West,Low
11/12/2022,Orlando,Florida,urban,HS,1,2,April,Thursday,South,Medium
11/13/2022,Charlottesville,Virginia,urban,C,3,2,April,Monday,South,Medium
11/17/2022,Clinton,Indiana,rural,C,0,1,April,Monday,Midwest,Low
11/19/2022,Albuquerque,New Mexico,urban,C,1,1,April,Thursday,West,Low
11/27/2022,Tallahassee,Florida,urban,C,1,4,April,Thursday,South,Medium
12/8/2022,Fuquay-Varina,North Carolina,suburban,MS,0,0,April,Thursday,South,Low
1/4/2023,Detroit,Michigan,urban,ES,1,0,May,Friday,Midwest,Low
1/5/2023,Rochester,New York,urban,HS,0,0,May,Friday,Northeast,Low
1/6/2023,Newport News,Virginia,urban,ES,0,1,May,Tuesday,South,Low
1/7/2023,South Tabor,Oregon,rural,HS,0,1,June,Wednesday,West,Low
1/10/2023,Stanford,Kentucky,rural,ES,0,1,July,Tuesday,South,Low
1/23/2023,Des Moines,Iowa,urban,HS,2,1,September,Wednesday,Midwest,Medium
2/6/2023,Middletown,Delaware,suburban,HS,0,0,September,Wednesday,South,Low
2/13/2023,East Lansing,Michigan,urban,C,4,5,October,Thursday,Midwest,High
2/13/2023,Stapleton,New York,suburban,ES,0,0,November,Friday,Northeast,Low
2/14/2023,Homewood West,Pennsylvania,suburban,HS,0,4,January,Wednesday,Northeast,Medium
2/24/2023,Daytona Beach,Florida,urban,C,0,0,February,Monday,South,Low
3/3/2023,Orangeburg,South Carolina,rural,C,0,1,February,Monday,South,Low
3/11/2023,Waterville,Maine,rural,C,0,0,February,Monday,Northeast,Low
3/20/2023,Arlington,Texas,urban,HS,1,1,February,Monday,South,Low
3/22/2023,Dallas,Texas,urban,HS,0,1,February,Wednesday,South,Low
3/22/2023,City Park,Colorado,suburban,HS,1,2,March,Wednesday,West,Medium
3/25/2023,Orangeburg,South Carolina,rural,C,0,0,May,Friday,South,Low
3/27/2023,Nashville,Tennessee,urban,ES,7,1,May,Friday,South,High
3/30/2023,Winston-Salem,North Carolina,urban,C,0,1,May,Monday,South,Low
4/10/2023,Louisville,Kentucky,urban,C,1,1,June,Tuesday,South,Low
4/15/2023,Chester County,Pennsylvania,suburban,C,0,2,August,Monday,Northeast,Low
4/24/2023,Midwest City,Oklahoma,suburban,C,1,0,October,Monday,South,Low
4/27/2023,Richmond,Virginia,urban,HS,0,2,November,Monday,South,Low
4/28/2023,Knoxville,Tennessee,urban,HS,0,1,December,Friday,South,Low
4/29/2023,Tallahassee,Florida,urban,C,0,1,January,Thursday,South,Low
5/1/2023,Flint,Michigan,urban,HS,0,1,February,Tuesday,Midwest,Low
5/12/2023,Chadron,Nebraska,rural,C,0,0,March,Wednesday,Midwest,Low
5/12/2023,Lenoir City,Tennessee,rural,HS,1,0,March,Monday,South,Low
5/24/2023,Pittsburgh,Pennsylvania,urban,HS,1,0,March,Monday,Northeast,Low
6/2/2023,Worcester,Massachusetts,urban,HS,0,1,May,Tuesday,Northeast,Low
6/6/2023,Richmond,Virginia,urban,C,2,5,September,Tuesday,South,High
7/5/2023,Washington,District Of Columbia,urban,C,1,0,September,Tuesday,South,Low
7/13/2023,Washington,District Of Columbia,urban,C,1,0,November,Tuesday,South,Low
8/16/2023,Augusta,Georgia,urban,HS,0,1,November,Tuesday,South,Low
8/18/2023,Columbus,Georgia,urban,C,2,0,January,Friday,South,Low
8/22/2023,Seguin,Texas,rural,ES,0,0,January,Friday,South,Low
8/22/2023,Huntsville,Alabama,urban,C,0,2,January,Sunday,South,Low
8/25/2023,Choctaw,Oklahoma,rural,HS,1,4,February,Thursday,South,Medium
8/25/2023,Greensboro,North Carolina,urban,C,0,1,February,Thursday,South,Low
8/28/2023,Chapel Hill,North Carolina,urban,C,1,0,March,Tuesday,South,Low
9/12/2023,Greensburg,Louisiana,rural,C,1,2,March,Tuesday,South,Medium
9/15/2023,Country Club Hills,Illinois,suburban,HS,1,0,June,Monday,Midwest,Low
9/24/2023,Tuskegee,Alabama,rural,C,0,2,August,Thursday,South,Low
10/3/2023,Baltimore,Maryland,urban,C,0,5,August,Thursday,South,Medium
10/12/2023,Framingham,Massachusetts,suburban,C,0,0,August,Wednesday,Northeast,Low
10/15/2023,Kirkwood,Missouri,suburban,MS,0,0,August,Wednesday,Midwest,Low
10/15/2023,Jackson,Mississippi,urban,C,1,0,September,Saturday,South,Low
10/17/2023,Stanford,California,urban,C,0,1,September,Saturday,West,Low
10/23/2023,Germantown,Wisconsin,suburban,MS,1,0,September,Sunday,Midwest,Low
10/28/2023,Worcester,Massachusetts,urban,C,1,1,September,Sunday,Northeast,Low
11/3/2023,Las Vegas,Nevada,urban,HS,0,2,September,Wednesday,West,Low
11/13/2023,Victoria,Texas,rural,C,0,1,September,Wednesday,South,Low
11/13/2023,Prairie View,Texas,rural,C,1,0,September,Friday,South,Low
11/27/2023,Chicago,Illinois,urban,C,0,0,September,Friday,Midwest,Low
11/28/2023,Newport News,Virginia,urban,C,0,0,October,Monday,South,Low
12/6/2023,Las Vegas,Nevada,urban,C,4,3,October,Monday,West,High
1/4/2024,Perry,Iowa,rural,HS,3,6,October,Monday,Midwest,High
1/17/2024,Gary,Indiana,urban,C,0,0,October,Monday,Midwest,Low
1/29/2024,Austin,Texas,urban,HS,0,1,October,Tuesday,South,Low
1/30/2024,Mobile,Alabama,urban,HS,0,2,October,Sunday,South,Low
2/6/2024,Orangeburg,South Carolina,rural,C,0,1,November,Tuesday,South,Low
2/9/2024,Saco,Maine,rural,HS,0,0,December,Tuesday,Northeast,Low
2/9/2024,Berkeley,California,urban,C,0,0,January,Wednesday,West,Low
2/14/2024,Atlanta,Georgia,urban,HS,0,4,January,Wednesday,South,Medium
2/16/2024,Colorado Springs,Colorado,urban,C,2,0,February,Thursday,West,Low
2/19/2024,Mesquite,Texas,suburban,HS,0,1,March,Wednesday,South,Low
2/25/2024,Evanston,Illinois,suburban,C,0,0,March,Wednesday,Midwest,Low
2/26/2024,Odessa,Texas,suburban,HS,0,1,March,Wednesday,South,Low
3/11/2024,Springfield,Massachusetts,urban,HS,0,0,March,Saturday,Northeast,Low
4/2/2024,Cambridge,Massachusetts,urban,C,0,0,April,Monday,Northeast,Low
4/12/2024,Dallas,Texas,urban,HS,0,1,April,Tuesday,South,Low
4/21/2024,Dover,Delaware,urban,C,1,0,April,Monday,South,Low
4/22/2024,West Richland,Washington,suburban,ES,1,0,April,Monday,West,Low
4/15/2024,Greensboro,North Carolina,urban,C,0,0,September,Friday,South,Low
4/23/2024,Raleigh,North Carolina,urban,C,0,0,September,Friday,South,Low
4/24/2024,Arlington,Texas,urban,HS,1,0,September,Sunday,South,Low
4/30/2024,New York City,New York,urban,C,0,0,October,Wednesday,Northeast,Low
5/1/2024,Mount Horeb,Wisconsin,rural,MS,1,0,October,Wednesday,Midwest,Low
5/1/2024,Syracuse,New York,urban,C,0,0,November,Tuesday,Northeast,Low
5/3/2024,Washington,D.C.,urban,HS,0,1,January,Tuesday,Unknown,Low
5/18/2024,Kennesaw,Georgia,suburban,C,1,0,January,Wednesday,South,Low
5/19/2024,Cape Girardeau,Missouri,urban,C,0,2,January,Wednesday,Midwest,Low
6/6/2024,Seattle,Washington,urban,HS,1,0,February,Monday,West,Low
8/10/2024,Nashville,Tennessee,urban,C,0,2,February,Monday,South,Low
8/14/2024,Ettrick,Virginia,rural,C,0,4,February,Thursday,South,Medium
8/18/2024,Itta Bena,Mississippi,rural,C,0,2,February,Friday,South,Low
8/26/2024,Houston,Texas,urban,C,2,0,February,Friday,South,Low
8/30/2024,Huntsville,Alabama,urban,C,0,1,February,Monday,South,Low
8/21/2024,San Francisco,California,urban,HS,0,1,February,Monday,West,Low
9/3/2024,Huntsville,Alabama,urban,C,0,1,February,Tuesday,South,Low
9/4/2024,Winder,Georgia,rural,HS,4,9,February,Tuesday,South,High
9/4/2024,New York City,New York,urban,HS,0,1,February,Thursday,Northeast,Low
9/6/2024,Joppatowne,Maryland,suburban,HS,1,0,February,Thursday,South,Low
9/10/2024,Omaha,Nebraska,urban,HS,0,1,February,Saturday,Midwest,Low
9/19/2024,Atlanta,Georgia,urban,C,0,0,February,Wednesday,South,Low
9/22/2024,Tucson,Arizona,urban,C,1,0,February,Thursday,West,Low
10/5/2024,Colorado Springs,Colorado,urban,HS,1,0,March,Thursday,West,Low
10/10/2024,Coatesville,Pennsylvania,suburban,HS,0,0,March,Friday,Northeast,Low
10/14/2024,Santa Monica,California,urban,C,2,0,April,Saturday,West,Low
10/17/2024,Louisville,Kentucky,urban,HS,0,1,April,Wednesday,South,Low
10/19/2024,Albany,Georgia,urban,C,1,5,April,Thursday,South,High
10/29/2024,Bridgeport,Connecticut,urban,C,0,1,April,Tuesday,Northeast,Low
10/31/2024,Painesville Township,Ohio,suburban,ES,0,0,July,Thursday,Midwest,Low
11/6/2024,Wilmington,Delaware,urban,MS,0,0,August,Thursday,South,Low
11/8/2024,Philadelphia,Pennsylvania,urban,C,0,1,August,Thursday,Northeast,Low
11/10/2024,Country Club Hills,Illinois,suburban,MS,1,0,August,Thursday,Midwest,Low
11/10/2024,Tuskegee,Alabama,rural,C,1,16,August,Thursday,South,High
12/4/2024,Palermo,California,rural,HS,1,2,August,Friday,West,Medium
12/14/2024,Valdosta,Georgia,urban,C,0,0,September,Tuesday,South,Low
12/16/2024,Madison,Wisconsin,suburban,HS,3,6,September,Tuesday,Midwest,High
